Name,Position,Height,Weight,Career,Team,Game,First Publish,TimeAve,ShootingRateAve,HitAve,NumberofhandsAve,ThreeRateAve,ThreeHitAve,ThreeNumAve,FoulRateAve,FoulHitAve,FoulNumAve,ReboundsAve,OffRebAve,DefRebAve,AssistsAve,StealAve,BlockAve,TurnoverAve,PersonalFoulAve,PointsAve,WinSum,LoseSum
Mahmoud Abdul-Rauf,后卫,1.85,73,9,3,586,336,26.7,44.2%,6.0,13.6,35.4%,0.8,2.3,90.5%,1.8,2.0,1.9,0.4,1.5,3.5,0.8,0.1,1.6,1.9,14.6,229,357
Mahdi Abdul-Rahman,后卫,1.88,84,10,5,724, ,26.5,44.1%,5.0,11.3, , , ,75.7%,2.6,3.5,3.0, , ,4.9, , , ,2.8,12.6,,
Kareem Abdul-Jabbar,中锋,2.18,102,20,2,1560, ,36.8,55.9%,10.2,18.1, , , ,72.1%,4.3,6.0,11.2, , ,3.6, , , ,3.0,24.6, , 
Zaid Abdul-Aziz,中锋-前锋,2.06,107,10,6,505, ,21.8,42.8%,3.5,8.2, , , ,72.8%,2.0,2.8,8.0, , ,1.2, , , ,2.2,9.0,,
Alaa Abdelnaby,前锋-中锋,2.08,109,5,5,256,53,12.5,50.2%,2.4,4.8,0.0%,0.0,0.0,70.1%,0.9,1.3,3.3,1.1,2.2,0.3,0.3,0.3,1.0,1.9,5.7,161,95
Michael John Bytzura,前锋,1.85,77,1,1,60, , ,24.4%,1.5,5.9, , , ,50.0%,0.6,1.2, , , ,0.5, , , ,1.8,3.5,,
Thomas P. Byrnes,前锋-后卫,1.91,79,5,5,264, , ,29.9%,2.5,8.3, , , ,64.8%,1.5,2.3, , , ,1.2, , , ,1.5,6.5,,
Martin William Byrnes,前锋,2.01,98,4,5,263, ,16.2,46.3%,2.2,4.8, , , ,73.6%,1.2,1.6,2.2,0.9,1.3,1.6,0.4,0.1,1.0,1.6,5.7,,
Walter Byrd,前锋,2.01,93,,,,,,,,,,,,,,,,,,,,,,,,,
William Bynum Bynum,后卫,1.83,84,8,3,360,29,18.4,44.2%,3.1,7.0,27.2%,0.2,0.9,79.9%,1.7,2.1,1.6,0.3,1.2,3.3,0.7,0.1,1.6,1.9,8.1,138,222
Andrew Bynum,中锋,2.13,129,8,3,418,319,25.6,55.6%,4.6,8.2,11.1%,0.0,0.0,69.0%,2.4,3.4,7.7,2.4,5.3,1.2,0.3,1.6,1.5,2.5,11.5,267,151
Derrick Byars,前锋,2.01,100,1,1,2,0,18.5,27.3%,1.5,5.5,0.0%,0.0,3.0,100.0%,2.0,2.0,5.5,3.0,2.5,0.5,1.0,0.0,0.0,1.0,5.0,2,0
Rasual Butler,后卫-前锋,2.01,93,13,8,809,266,21.3,40.3%,2.8,7.0,36.2%,1.1,3.1,74.7%,0.7,1.0,2.4,0.4,2.0,0.8,0.4,0.5,0.7,1.4,7.5,422,387
Mitchell Leon Butler,后卫-前锋,1.96,95,8,4,362,32,15.1,43.8%,2.0,4.5,30.4%,0.3,0.9,62.3%,1.0,1.6,2.0,0.7,1.3,0.9,0.6,0.1,1.0,1.6,5.2,139,223
Michael Edward Butler,后卫,1.88,77,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Butler,前锋,2.01,104,7,2,421,316,32.5,44.7%,5.1,11.4,34.0%,0.9,2.5,82.9%,4.6,5.6,4.8,1.4,3.4,3.2,1.5,0.5,1.4,1.4,15.7,249,172
Jackie Butler,前锋-中锋,2.08,113,3,2,69,2,12.3,53.9%,2.0,3.7, ,0.0,0.0,77.5%,1.0,1.3,3.0,1.1,1.9,0.4,0.3,0.4,1.1,2.1,5.0,26,43
Gregory Edward Butler,中锋,2.11,109,3,2,55,0,3.8,35.4%,0.5,1.4,0.0%,0.0,0.1,71.4%,0.4,0.5,1.0,0.4,0.6,0.1,0.0,0.0,0.4,0.8,1.4,32,23
James Caron Butler,前锋,2.01,98,14,9,881,732,32.2,43.4%,5.2,12.0,34.8%,0.8,2.4,84.7%,2.8,3.3,5.0,1.3,3.7,2.3,1.3,0.2,1.8,2.4,14.1,423,458
Elbert J. Butler,后卫,1.88,79,4,3,234, ,21.6,43.9%,4.0,9.1, , , ,73.9%,1.8,2.4,3.0, , ,2.3, , , ,2.1,9.8,,
Donnis Butcher,后卫,1.88,91,5,2,279, ,18.2,39.7%,2.2,5.5, , , ,62.9%,1.7,2.7,2.9, , ,2.1, , , ,2.5,6.1,,
David C. Bustion,前锋,2.03,98,,,,,,,,,,,,,,,,,,,,,,,,,
Donald R. Buse,后卫,1.93,86,9,4,648, ,26.3,44.2%,2.8,6.4, , , ,78.0%,1.0,1.3,2.3,0.6,1.8,4.5,1.8,0.1, ,1.5,6.9,,
Steven Dwayne Burtt,后卫,1.88,84,4,4,101,2,11.1,42.6%,2.2,5.1,14.3%,0.0,0.1,69.5%,1.4,2.1,0.9,0.3,0.6,1.2,0.5,0.1,1.1,1.9,5.8, , 
Willie Ricardo Burton,前锋-后卫,2.03,95,8,5,316,118,21.1,42.4%,3.4,8.1,34.5%,0.4,1.3,78.6%,2.9,3.7,2.9,1.0,1.9,1.2,0.6,0.4,1.6,2.7,10.3,128,188
Edward Burton,前锋,1.98,102,2,2,15, ,4.7,41.2%,0.9,2.3, , , ,45.5%,0.3,0.7,1.2, , ,0.2, , , ,1.1,2.2,,
Robert Brantley Burrow,中锋-前锋,2.01,103,2,2,81, ,14.8,36.5%,2.0,5.4, , , ,57.8%,1.7,3.0,4.4, , ,0.6, , , ,2.2,5.7,,
Thomas Harold Burrough,前锋,2.03,110,1,1,61,3,8.1,37.6%,1.0,2.8, ,0.0,0.0,65.6%,1.0,1.5,1.8,0.7,1.0,0.2,0.2,0.2,0.7,1.2,3.1,23,38
Arthur C. Burris,前锋,1.96,100,2,2,74, , ,26.0%,0.9,3.6, , , ,62.7%,0.6,1.0,2.8, , ,0.7, , , ,1.6,2.5,,
Scott David Burrell,后卫-前锋,2.01,99,8,4,383,122,19.8,41.9%,2.5,6.1,37.3%,0.9,2.4,72.3%,1.0,1.3,3.5,1.0,2.4,1.4,0.9,0.5,0.9,2.3,6.9,208,175
James B. Burns,后卫,1.91,88,1,1,3, ,3.7,28.6%,0.7,2.3, ,0.0,0.0, ,0.0,0.0,0.7, , ,0.3, , ,0.0,0.3,1.3,,
Evers Allen Burns,前锋,2.03,118,1,1,23,0,6.2,40.0%,1.0,2.4, ,0.0,0.0,52.2%,0.5,1.0,1.3,0.6,0.7,0.4,0.3,0.1,0.3,1.4,2.4,7,16
David Earl Burns,后卫,1.88,82,1,2,9,1,9.7,43.8%,0.8,1.8, ,0.0,0.0,60.0%,1.0,1.7,0.6,0.1,0.4,1.7,0.3,0.0,1.4,1.9,2.6,,
John H. Burmaster,后卫,1.91,86,1,1,61, , ,33.3%,3.9,11.7, , , ,68.1%,2.0,3.0, , , ,2.9, , , ,3.9,9.8,,
Tommy Loren Burleson,中锋,2.18,102,7,3,446, ,21.1,44.5%,3.5,7.9, , , ,72.6%,2.4,3.3,6.3,2.1,4.2,1.3,0.7,1.3, ,3.0,9.4,,
Kevin Burleson,后卫,1.91,93,1,1,39,1,8.7,25.0%,0.6,2.3,18.5%,0.3,1.4,94.1%,0.4,0.4,0.7,0.1,0.6,1.2,0.7,0.1,0.6,1.6,1.8,12,27
Antonio Cornell Burks,后卫,1.85,91,2,1,81,1,9.7,38.7%,1.0,2.5,23.5%,0.0,0.2,57.1%,0.3,0.5,0.6,0.1,0.5,1.3,0.4,0.0,0.6,0.9,2.3,44,37
Alec Burks,后卫,1.98,96,7,1,323,42,21.8,42.8%,3.5,8.1,36.4%,0.6,1.7,75.8%,2.4,3.2,2.9,0.6,2.3,1.7,0.6,0.2,1.3,1.8,10.0,149,174
Roger Allen Burkman,后卫,1.96,79,1,1,6,0,5.0,0.0%,0.0,0.7,0.0%,0.0,0.2,83.3%,0.8,1.0,1.0,0.3,0.7,0.8,1.0,0.3,0.5,1.0,0.8,,
Patrick John Burke,中锋-前锋,2.11,113,3,2,127,8,10.2,40.8%,1.6,3.8,25.0%,0.1,0.3,66.3%,0.5,0.7,2.1,0.7,1.4,0.3,0.2,0.3,0.7,1.4,3.7,77,50
Luther D. Burden,后卫,1.88,84,2,1,63, ,9.9,42.1%,2.4,5.6, , , ,60.0%,0.8,1.3,1.0,0.4,0.6,1.0,0.8,0.0, ,1.4,5.5,,
William Carl Bunting,前锋-中锋,2.03,91,,,,,,,,,,,,,,,,,,,,,,,,,
William L. Buntin,中锋-前锋,2.01,113,1,1,42, ,17.0,39.5%,2.8,7.1, , , ,61.5%,2.1,3.4,6.0, , ,0.9, , , ,2.8,7.7,,
Richard J. Bunt,后卫,1.83,77,1,0,26, ,10.4,27.1%,1.1,4.1, , , ,70.8%,1.3,1.8,1.1, , ,0.7, , , ,1.5,3.5,,
Darnell Greg Bunch,前锋,1.98,86,1,1,12, ,8.1,34.6%,0.8,2.2, , , ,83.3%,0.8,1.0,1.4,0.8,0.7,0.3,0.3,0.3,0.4,0.8,2.3,,
Lawrence Melvin Bunce,中锋,2.13,109,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Gordon Bullard,前锋,2.08,98,11,3,615,79,14.4,41.8%,2.0,4.7,38.4%,1.0,2.5,76.8%,0.4,0.5,2.0,0.5,1.5,0.9,0.3,0.2,0.5,1.3,5.3,353,262
Rodney Alan Buford,后卫-前锋,1.96,86,5,5,230,38,18.2,41.2%,2.7,6.7,30.0%,0.3,1.1,75.8%,0.6,0.8,2.6,0.5,2.1,0.8,0.5,0.1,0.6,1.4,6.4,117,113
Judson Donald Buechler,前锋-后卫,1.98,100,12,7,720,29,11.7,43.3%,1.3,3.1,36.6%,0.4,1.0,63.3%,0.3,0.4,1.8,0.6,1.2,0.8,0.4,0.2,0.4,1.0,3.3,425,295
Walter Budko Jr.,前锋-中锋,1.96,100,4,2,253, , ,34.2%,2.7,7.9, , , ,75.7%,2.6,3.5, , , ,1.9, , , ,3.4,8.1,,
Chase Andrew Budinger,前锋,2.01,95,7,4,407,50,19.7,43.0%,2.9,6.8,35.2%,1.0,2.9,79.7%,1.0,1.3,3.0,0.6,2.5,1.2,0.5,0.2,0.8,1.2,7.9,180,227
David L. Budd,前锋,1.98,93,5,1,353, ,18.1,46.0%,2.7,5.9, , , ,68.2%,1.6,2.4,4.6, , ,1.0, , , ,2.3,7.1,,
William Quinn Buckner,后卫,1.91,86,10,3,719, ,22.6,46.1%,3.5,7.7, , , ,65.7%,1.2,1.8,2.7,0.8,1.9,4.3,1.9,0.1, ,2.9,8.2, , 
Gregory Derayle Buckner,后卫,1.93,95,10,5,570,117,19.1,45.0%,2.0,4.4,33.4%,0.4,1.3,75.7%,0.7,0.9,2.8,0.8,2.0,1.3,0.8,0.2,0.7,2.4,5.0,320,250
Cleveland Buckner,前锋-中锋,2.06,95,2,1,68, ,10.6,43.2%,2.4,5.5, , , ,62.0%,1.3,2.0,3.5, , ,0.6, , , ,1.8,6.0,,
Steven Lee Bucknall,后卫,1.98,98,1,1,18,0,4.2,27.3%,0.5,1.8,0.0%,0.0,0.1,83.3%,0.3,0.3,0.4,0.3,0.1,0.6,0.1,0.1,0.6,0.6,1.3,17,1
Joseph Buckhalter,前锋,2.01,95,2,1,65, ,11.4,45.1%,2.4,5.2, , , ,62.7%,1.1,1.7,4.1, , ,0.7, , , ,1.9,5.8,,
George P. Bucci Jr.,后卫,1.91,91,,,,,,,,,,,,,,,,,,,,,,,,,
Torgeir Bryn,中锋,2.06,113,1,1,3,0,3.3,0.0%,0.0,0.7, ,0.0,0.0,66.7%,1.3,2.0,0.7,0.0,0.7,0.0,0.7,0.3,0.3,1.7,1.3,1,2
Wallace Gordon Bryant Jr.,中锋,2.13,111,3,3,102,43,13.7,40.7%,1.3,3.2, ,0.0,0.0,57.3%,0.5,0.9,3.7,1.3,2.4,1.1,0.3,0.4,0.7,1.9,3.2, , 
Mark Craig Bryant,前锋-中锋,2.06,111,15,10,797,198,16.9,50.0%,2.2,4.4,8.3%,0.0,0.0,69.7%,1.0,1.5,3.8,1.4,2.3,0.6,0.4,0.2,0.8,2.5,5.4,462,335
Kobe Bean Bryant,后卫,1.98,96,20,1,1346,1198,36.1,44.7%,8.7,19.5,32.9%,1.4,4.1,83.7%,6.2,7.4,5.2,1.1,4.1,4.7,1.4,0.5,3.0,2.5,25.0,836,510
Joseph Washington Bryant,前锋-中锋,2.06,84,8,3,606, ,21.2,45.0%,3.5,7.7, , , ,74.3%,1.7,2.3,4.0,1.4,2.7,1.7,0.9,0.3, ,2.7,8.7,,
Emmette Bryant,后卫,1.85,79,8,3,566, ,20.2,41.0%,2.7,6.5, , , ,69.0%,1.3,1.8,2.8, , ,3.0, , , ,3.1,6.6,,
Rick Daniel Brunson,后卫,1.93,86,9,8,337,51,13.5,37.8%,1.2,3.1,36.2%,0.3,0.8,69.3%,0.6,0.8,1.3,0.3,1.1,2.6,0.6,0.1,1.1,1.1,3.2,166,171
George William Bruns,后卫,1.83,73,,,,,,,,,,,,,,,,,,,,,,,,,
Brian J. Brunkhorst,前锋,1.98,94,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Dwayne Brundy,前锋,1.98,95,1,1,16,0,8.0,50.0%,0.9,1.9, ,0.0,0.0,38.9%,0.4,1.1,1.6,0.9,0.7,0.2,0.4,0.3,0.4,1.5,2.3,3,13
James Browne,中锋,2.08,107,2,2,35, , ,36.0%,0.5,1.4, , , ,48.3%,0.4,0.8, , , ,0.2, , , ,0.6,1.4,,
Anthony William Brown,前锋-后卫,1.98,84,7,9,360,105,16.7,43.7%,2.4,5.5,25.9%,0.1,0.4,71.9%,1.1,1.6,2.1,1.0,1.2,1.6,0.7,0.1,1.1,2.1,6.0, , 
Tierre Brown,后卫,1.88,86,4,4,133,1,12.4,38.4%,1.5,4.0,35.3%,0.2,0.6,76.9%,0.7,0.9,1.2,0.3,0.9,2.0,0.5,0.0,1.1,0.7,4.0,43,90
Stanley Brown,前锋,1.91,91,2,1,34, , ,30.6%,1.2,3.9, , , ,59.5%,0.6,1.1, , , ,0.3, , , ,1.4,3.1,,
Shannon Brown,后卫,1.93,93,9,8,408,60,18.0,42.0%,2.9,7.0,33.2%,0.7,2.0,80.7%,1.1,1.4,1.9,0.4,1.4,1.1,0.7,0.2,0.9,1.3,7.6,228,180
Walter Roger Brown,中锋,2.11,102,4,3,77, ,10.6,38.9%,0.7,1.7, ,0.0,0.0,70.2%,0.4,0.6,3.0,1.0,1.9,0.3, , ,0.0,1.9,1.8,,
Roger William Brown,前锋-后卫,1.96,93,,,,,,,,,,,,,,,,,,,,,,,,,
Rickey Darnell Brown,中锋-前锋,2.08,98,5,2,340, ,13.2,46.4%,1.8,3.9,0.0%,0.0,0.0,66.7%,0.7,1.1,3.5,1.2,2.3,0.4,0.3,0.3,0.9,2.3,4.4,,
Raymond Brown,前锋,2.03,100,1,1,16,0,3.5,28.6%,0.5,1.8, ,0.0,0.0,0.0%,0.0,0.1,0.9,0.6,0.3,0.3,0.0,0.0,0.4,0.7,1.0,12,4
Randy Brown,后卫,1.88,86,12,4,655,169,17.6,41.7%,1.9,4.7,20.0%,0.0,0.2,69.1%,0.9,1.3,1.8,0.5,1.3,2.2,1.1,0.2,1.1,1.9,4.8,323,332
Collier Brown Jr.,前锋-中锋,2.11,102,15,6,1089,990,31.1,46.0%,3.5,7.7,13.6%,0.0,0.1,79.4%,2.0,2.5,7.7,2.8,5.0,1.5,0.8,1.0,1.2,3.0,9.1,580,509
Julian Myron Brown,后卫,1.91,82,1,1,4,0,5.8,66.7%,1.0,1.5,33.3%,0.3,0.8, ,0.0,0.0,0.8,0.0,0.8,1.5,0.3,0.0,1.0,0.5,2.3,0,4
Michael Brown,中锋-前锋,2.06,117,11,5,626,112,17.5,45.5%,1.8,4.0,12.5%,0.0,0.0,69.0%,1.4,2.0,4.4,1.5,2.9,0.7,0.4,0.3,1.0,2.2,5.0,335,291
Marcus James Brown,后卫,1.91,84,2,2,27,0,8.5,38.1%,1.2,3.1,33.3%,0.5,1.4,71.4%,0.6,0.8,0.8,0.3,0.6,0.9,0.3,0.1,0.6,1.3,3.4,12,15
Lewis Brown,中锋,2.11,102,1,1,2, ,2.5,0.0%,0.0,1.5, ,0.0,0.0,40.0%,1.0,2.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,,
Leon Brown,前锋,1.91,86,1,1,5, , ,0.0%,0.0,0.6, , , , ,0.0,0.0, , , ,0.0, , , ,0.4,0.0,,
Lawrence Harvey Brown,后卫,1.75,73,,,,,,,,,,,,,,,,,,,,,,,,,
Kwame James Brown,前锋,2.11,122,12,7,607,281,22.1,49.2%,2.5,5.1,11.1%,0.0,0.0,57.0%,1.6,2.9,5.5,1.8,3.7,0.9,0.5,0.6,1.3,2.3,6.6,270,337
Albert Kedrick Brown,后卫,2.01,101,4,3,143,36,13.5,40.5%,1.4,3.5,27.4%,0.3,1.2,64.0%,0.4,0.6,2.4,0.7,1.7,0.7,0.6,0.2,0.4,1.2,3.6,69,74
John Young Brown,前锋,2.01,100,7,3,486, ,20.8,45.3%,2.8,6.1, , , ,78.3%,1.9,2.4,4.4,1.7,2.7,1.4,0.5,0.2, ,3.0,7.4,,
Harold V. Brown,后卫,1.83,70,1,1,54, , ,24.8%,1.8,7.1, , , ,63.2%,1.4,2.2, , , ,0.7, , , ,2.3,4.9,,
Gerald Brown,后卫,1.93,95,1,1,33,0,7.2,37.1%,1.0,2.7,30.0%,0.1,0.3,78.6%,0.3,0.4,0.7,0.2,0.5,0.9,0.2,0.0,0.7,0.6,2.4,17,16
George Raff Brown,前锋,1.98,86,1,1,1, ,6.0,0.0%,0.0,2.0, , , ,50.0%,1.0,2.0,1.0, , ,0.0, , , ,1.0,1.0,,
Fred Brown,后卫,1.91,83,13,1,963, ,25.4,47.8%,6.2,13.1, , , ,85.8%,2.0,2.3,2.7, , ,3.3, , , ,2.0,14.6,,
Ernest Brown,中锋,2.13,111,1,1,3,0,7.0,16.7%,0.3,2.0, ,0.0,0.0,25.0%,0.3,1.3,2.0,0.3,1.7,0.0,0.0,0.3,1.0,1.3,1.0,0,3
Devin Brown,后卫,1.96,100,8,6,465,127,19.4,40.1%,2.5,6.3,33.8%,0.6,1.9,77.6%,1.5,2.0,2.8,0.7,2.0,1.5,0.6,0.1,1.1,1.6,7.2,275,190
Derrick Paul Brown,前锋,2.01,102,3,2,171,18,14.9,51.5%,2.1,4.0,31.7%,0.1,0.2,63.7%,1.0,1.6,2.4,1.0,1.4,0.7,0.5,0.2,0.6,1.2,5.2,63,108
Daniel Brown,后卫,1.83,84,2,3,68,11,10.5,34.0%,0.7,2.2,25.0%,0.2,0.8,64.3%,0.4,0.6,1.0,0.2,0.8,1.8,0.5,0.1,0.7,1.2,2.1,34,34
DeCovan Kadell Brown,后卫,1.85,73,12,3,608,267,27.7,43.6%,4.2,9.6,35.7%,1.0,2.8,82.5%,1.8,2.1,2.6,0.5,2.1,3.7,1.3,0.3,1.5,2.1,11.1,279,327
Darrell H. Brown,前锋,1.88,79,1,1,3, , ,33.3%,0.7,2.0, , , ,0.0%,0.0,0.7, , , ,0.0, , , ,1.0,1.3,,
Damone Lamar Brown,前锋,2.06,91,4,4,39,3,9.0,33.6%,1.1,3.3,28.6%,0.1,0.4,66.7%,0.5,0.7,1.3,0.5,0.9,0.5,0.1,0.2,0.8,1.1,2.8,18,21
Clarence Brown,前锋,2.01,97,13,12,694,265,17.2,49.1%,2.5,5.0,22.7%,0.0,0.1,69.9%,1.0,1.4,3.1,1.0,2.1,0.8,0.3,0.3,0.8,1.7,5.9,358,336
Robert Douglas Brown,后卫,1.88,79,4,5,154,2,10.9,37.8%,1.7,4.6,31.8%,0.6,1.9,80.6%,0.3,0.4,0.7,0.1,0.5,1.5,0.3,0.0,0.8,1.0,4.4,59,95
Robert Edward Brown,前锋,1.93,93,2,2,82, , ,35.8%,3.8,10.7, , , ,68.9%,2.5,3.6, , , ,1.4, , , ,4.1,10.1,,
Andre D. Brown,前锋,2.06,111,3,3,75,1,8.0,51.6%,1.1,2.1,0.0%,0.0,0.0,50.0%,0.4,0.9,2.4,0.9,1.4,0.1,0.2,0.1,0.6,1.0,2.6,26,49
Scott William Brooks,后卫,1.80,75,10,6,680,7,13.6,45.0%,1.8,4.0,37.2%,0.4,1.1,84.9%,0.8,1.0,1.0,0.2,0.8,2.4,0.7,0.0,0.7,1.2,4.9,350,330
Michael Anthony Brooks,前锋,2.01,100,6,3,319, ,29.4,48.6%,5.2,10.8,15.2%,0.0,0.1,71.4%,2.3,3.2,6.3,2.6,3.7,2.6,1.2,0.4,2.0,3.1,12.8, , 
Marshon Scitif Brooks,后卫-前锋,1.96,91,3,5,164,49,17.6,44.2%,3.0,6.7,32.6%,0.5,1.4,74.8%,1.3,1.7,2.2,0.7,1.5,1.4,0.6,0.2,1.3,1.4,7.7,72,92
Kevin Brooks,前锋,1.98,91,3,1,126,2,8.2,40.1%,1.4,3.4,20.0%,0.1,0.5,85.9%,0.5,0.6,1.1,0.3,0.8,0.4,0.1,0.0,0.5,0.7,3.3,47,79
Aaron Jamal Brooks,后卫,1.83,84,10,7,624,183,21.3,41.3%,3.6,8.7,37.1%,1.3,3.5,83.8%,1.5,1.7,1.7,0.4,1.3,3.1,0.6,0.1,1.6,1.9,10.0,345,279
Clarence Brookins,前锋,1.93,86,,,,,,,,,,,,,,,,,,,,,,,,,
Emery Price Brookfield,前锋-后卫,1.93,84,2,2,61, , ,28.3%,3.1,10.8, , , ,73.9%,1.7,2.3, , , ,2.2, , , ,2.5,7.8,,
Gary George Brokaw,后卫,1.93,81,4,3,241, ,19.6,44.6%,3.0,6.8, , , ,71.3%,1.9,2.7,1.7,0.4,1.3,3.0,0.4,0.3, ,2.0,8.0,,
James Riley Brogan,后卫,1.93,84,2,1,121,19,12.3,44.4%,2.1,4.8,26.7%,0.1,0.4,74.8%,0.8,1.0,1.5,0.8,0.7,1.8,0.6,0.2,1.0,1.7,5.1,,
Jonathan Rodney Brockman,前锋,2.01,116,3,2,150,10,10.5,48.8%,0.8,1.6,0.0%,0.0,0.0,61.8%,0.6,0.9,3.1,1.4,1.7,0.3,0.2,0.1,0.4,1.8,2.1,59,91
David Britton,后卫,1.93,82,1,1,2, ,4.5,66.7%,1.0,1.5, ,0.0,0.0, ,0.0,0.0,1.0,0.0,1.0,1.5,0.5,0.0,1.0,1.0,2.0,,
Michael James Brittain,中锋,2.13,107,2,1,38,2,6.5,50.0%,0.7,1.4, ,0.0,0.0,52.4%,0.3,0.6,1.4,0.3,1.1,0.2,0.1,0.3,0.6,1.5,1.7,15,23
Wayman P. Britt,后卫,1.88,84,1,1,7, ,2.3,30.0%,0.4,1.4, , , ,75.0%,0.4,0.6,0.6,0.1,0.4,0.3,0.1,0.0,0.1,0.4,1.3,,
Tyrone Britt,后卫,1.93,86,1,1,11, ,7.6,38.2%,1.2,3.1, , , ,66.7%,0.2,0.3,1.4, , ,1.1, , , ,0.9,2.5,,
Allan Mercer Bristow Jr.,前锋-后卫,2.01,95,9,4,648, ,20.5,46.0%,3.1,6.6, , , ,79.8%,1.8,2.2,4.0,1.4,2.7,3.2,0.8,0.1, ,2.1,7.9,,
John Brisker,前锋-后卫,1.96,95,3,1,126, ,20.8,43.8%,4.7,10.7, , , ,82.6%,2.5,3.1,4.0, , ,1.8, , , ,2.2,11.9,,
Audley Brindley,前锋,1.93,79,1,1,12, , ,28.6%,1.2,4.1, , , ,85.7%,0.5,0.6, , , ,0.1, , , ,1.3,2.8,,
Horace Albert Brightman,前锋,1.88,88,1,1,58, , ,25.6%,3.8,15.0, , , ,62.7%,2.1,3.3, , , ,1.0, , , ,2.0,9.8,,
William C. Bridges,前锋-中锋,1.98,103,13,5,926, ,33.3,44.2%,4.5,10.2, , , ,69.3%,2.9,4.1,11.9, , ,2.8, , , ,3.6,11.9,,
Ulysses Lee Bridgeman,前锋-后卫,1.96,95,12,2,849, ,25.0,47.5%,5.7,11.9, , , ,84.6%,2.2,2.6,3.5,1.1,2.5,2.4,0.8,0.3, ,2.3,13.6, , 
Francis Anthony Brickowski,前锋-中锋,2.06,109,12,6,731,404,22.3,51.9%,3.9,7.6,32.4%,0.1,0.2,74.0%,2.1,2.8,4.7,1.4,3.3,1.9,0.9,0.4,1.9,3.1,10.0, , 
Frank Sands Brian,后卫,1.85,82,7,3,438, , ,34.0%,4.0,11.9, , , ,82.1%,4.2,5.1, , , ,2.6, , , ,2.6,12.3,,
Primoz Brezec,中锋,2.18,114,8,6,341,214,18.2,49.8%,3.0,6.0,16.7%,0.0,0.0,70.1%,1.3,1.8,3.9,1.7,2.2,0.5,0.2,0.4,0.8,2.1,7.2,138,203
Ronnie Brewer,后卫-前锋,2.01,100,8,6,502,304,23.0,49.0%,3.1,6.3,25.4%,0.2,0.7,67.5%,1.5,2.2,2.8,0.9,1.9,1.6,1.2,0.2,0.8,1.1,7.8,341,161
Ronald Charles Brewer,后卫,1.93,82,8,6,501, ,25.7,45.9%,5.0,10.9, , , ,82.4%,1.9,2.3,1.9,0.7,1.3,1.8,1.0,0.5,1.4,1.7,11.9, , 
James Turner Brewer,前锋-中锋,2.06,95,9,4,703, ,22.7,44.8%,2.5,5.7, , , ,57.1%,0.8,1.3,6.3,2.4,4.0,1.5,0.8,0.7, ,2.2,5.8,,
Jamison Rudy Van Brewer,后卫,1.93,83,4,2,54,1,8.7,37.2%,0.6,1.7,25.0%,0.1,0.6,39.3%,0.2,0.5,0.9,0.3,0.6,1.0,0.4,0.0,0.6,0.6,1.6,25,29
Corey Wayne Brewer,前锋,2.06,84,11,5,734,290,23.6,42.4%,3.4,8.1,28.2%,0.6,2.2,71.2%,1.6,2.2,2.8,0.7,2.1,1.6,1.3,0.3,1.2,2.2,9.0,332,402
Randall W. Breuer,中锋,2.21,104,11,4,681,285,18.4,46.7%,2.8,6.0,0.0%,0.0,0.0,62.8%,1.2,1.9,4.4,1.6,2.8,0.9,0.4,1.1,1.0,2.1,6.8, , 
Thomas F. Brennan,前锋,1.91,88,1,1,11, ,4.7,45.5%,0.5,1.0, , , , ,0.0,0.0,0.5, , ,0.2, , , ,0.5,0.9,,
Peter Joseph Brennan,前锋,1.98,93,1,1,16, ,8.5,30.2%,0.8,2.7, , , ,56.0%,0.9,1.6,1.9, , ,0.4, , , ,0.9,2.5,,
Ernest Bremer Jr.,后卫,1.88,84,2,3,100,43,19.5,34.4%,2.1,6.2,33.3%,1.2,3.6,74.8%,1.0,1.3,1.8,0.3,1.5,2.2,0.6,0.1,0.8,1.1,6.5,43,57
Timothy Breaux,前锋,2.01,98,3,2,102,6,9.2,36.9%,1.1,2.9,29.7%,0.2,0.7,63.5%,0.6,0.9,0.9,0.4,0.6,0.4,0.2,0.1,0.5,0.7,2.9,61,41
Carl August Braun,后卫-前锋,1.96,82,13,2,788, , ,38.3%,5.0,13.0, , , ,80.4%,3.6,4.4, , , ,3.7, , , ,2.7,13.5,,
Michael Louis Bratz,后卫,1.88,84,9,6,586, ,18.1,40.7%,2.7,6.6, , , ,83.0%,1.3,1.6,1.8,0.5,1.2,3.2,0.9,0.1,1.5,1.9,7.0, , 
James J. Brasco,后卫,1.85,77,1,1,30, ,12.0,25.4%,1.2,4.7, , , ,79.2%,1.3,1.6,1.3, , ,1.1, , , ,1.6,3.7,,
Herman Jesse Branson,前锋,2.01,88,1,1,5, ,2.8,16.7%,0.2,1.2, , , ,75.0%,0.6,0.8,1.8, , ,0.2, , , ,0.8,1.0,,
Bradley Alexander Branson,中锋-前锋,2.08,100,2,2,72,5,11.9,42.2%,2.1,5.0,0.0%,0.0,0.0,72.5%,1.2,1.7,2.9,1.2,1.7,0.7,0.4,0.4,0.8,1.4,5.4,,
